question,reference,generated,rouge1,rouge2,rougeL
How many people are affected by congenital sucrase-isomaltase deficiency ?,"The prevalence of congenital sucrase-isomaltase deficiency is estimated to be 1 in 5,000 people of European descent. This condition is much more prevalent in the native populations of Greenland, Alaska, and Canada, where as many as 1 in 20 people may be affected.","Congenital sucrase-isomaltase deficiency, also known as congenital sucrose intolerance, is a rare condition. It is estimated that about 1 in 20,000 to 1 in 60,000 people are affected by this condition worldwide. This means that it is not a common condition, but it does exist and can impact people's lives. If you have any concerns about this condition or think you or someone you know might have it, I would recommend speaking with a healthcare professional for more information and guidance.",0.3384615384615385,0.140625,0.24615384615384614
What is (are) Essential Thrombocythemia ?,Key Points - Essential thrombocythemia is a disease in which too many platelets are made in the bone marrow. - Patients with essential thrombocythemia may have no signs or symptoms. - Certain factors affect prognosis (chance of recovery) and treatment options for essential thrombocythemia. Essential thrombocythemia is a disease in which too many platelets are made in the bone marrow. Essential thrombocythemia causes an abnormal increase in the number of platelets made in the blood and bone marrow.,"Essential Thrombocythemia, often referred to as ET, is a type of blood disorder where your body produces too many platelets, which are the blood cells responsible for clotting. The exact cause of Essential Thrombocythemia is unknown, but it's not an inherited condition.

The excess platelets can lead to clotting in small blood vessels, which can cause symptoms such as fatigue, headaches, and sometimes even more serious complications like deep vein thrombosis or stroke. However, many people with Essential Thrombocythemia don't have any symptoms and it's only discovered during routine blood tests.

T",0.3882352941176471,0.10714285714285714,0.2235294117647059
What is (are) Potassium aggravated myotonia ?,"Potassium aggravated myotonia is a group of diseases that causes tensing and stiffness (myotonia) of skeletal muscles, which are the muscles used for movement. The three types of potassium-aggravated myotonia include myotonia fluctuans, myotonia permanens, and acetazolamide-sensitive myotonia. Potassium aggravated myotonia is different from other types of myotonia because symptoms get worse when an affected individual eats food that is rich in potassium. Symptoms usually develop during childhood and vary, ranging from infrequent mild episodes to long periods of severe disease. Potassium aggravated myotonia is an inherited condition that is caused by changes (mutations) in the SCN4A gene. Treatment begins with avoiding foods that contain large amounts of potassium; other treatments may include physical therapy (stretching or massages to help relax muscles) or certain medications (such as mexiletine, carbamazapine, or acetazolamide).","Potassium aggravated myotonia refers to a condition where an abnormal muscle condition called myotonia is worsened by low potassium levels in the body. Myotonia is characterized by delayed relaxation or prolonged contraction of muscles after they have been contracted, leading to stiffness, cramping, and even involuntary muscle contractions. Potassium plays a crucial role in the proper functioning of muscles, including helping muscles relax. When potassium levels are low, muscles may have difficulty relaxing, making myotonia symptoms worse. This condition is also known as hypokalemic myotonia.",0.36697247706422015,0.046296296296296294,0.18348623853211007
What are the genetic changes related to adenosine deaminase deficiency ?,"Adenosine deaminase deficiency is caused by mutations in the ADA gene. This gene provides instructions for producing the enzyme adenosine deaminase. This enzyme is found throughout the body but is most active in specialized white blood cells called lymphocytes. These cells protect the body against potentially harmful invaders, such as bacteria and viruses, by making immune proteins called antibodies or by directly attacking infected cells. Lymphocytes are produced in specialized lymphoid tissues including the thymus, which is a gland located behind the breastbone, and lymph nodes, which are found throughout the body. Lymphocytes in the blood and in lymphoid tissues make up the immune system. The function of the adenosine deaminase enzyme is to eliminate a molecule called deoxyadenosine, which is generated when DNA is broken down. Adenosine deaminase converts deoxyadenosine, which can be toxic to lymphocytes, to another molecule called deoxyinosine that is not harmful. Mutations in the ADA gene reduce or eliminate the activity of adenosine deaminase and allow the buildup of deoxyadenosine to levels that are toxic to lymphocytes. Immature lymphocytes in the thymus are particularly vulnerable to a toxic buildup of deoxyadenosine. These cells die before they can mature to help fight infection. The number of lymphocytes in other lymphoid tissues is also greatly reduced. The loss of infection-fighting cells results in the signs and symptoms of SCID.","Adenosine deaminase (ADA) is an enzyme that helps break down a substance called adenosine in our bodies. Adenosine is important for our immune system and helps protect us from infections. However, when there's a deficiency of ADA, the adenosine builds up in the body, which can lead to various health issues.

The genetic changes related to ADA deficiency are mutations in the ADA gene. This gene provides instructions for making the ADA enzyme. When there are changes or errors in this gene, the body may not produce enough functional ADA enzyme. This can result in a condition called severe combined immunode",0.4,0.11145510835913314,0.17846153846153845
What is (are) Vaginal Diseases ?,"Vaginal problems are some of the most common reasons women go to the doctor. They may have symptoms such as - Itching - Burning - Pain - Abnormal bleeding - Discharge Often, the problem is vaginitis, an inflammation of the vagina. The main symptom is smelly vaginal discharge, but some women have no symptoms. Common causes are bacterial infections, trichomoniasis, and yeast infections. Some other causes of vaginal symptoms include sexually transmitted diseases, vaginal cancer, and vulvar cancer. Treatment of vaginal problems depends on the cause.","Vaginal diseases refer to various conditions that can affect the health of the vagina and the surrounding areas in women. Some common vaginal diseases include:

1. Bacterial Vaginosis (BV): This is an imbalance of the normal bacteria in the vagina, causing symptoms such as abnormal vaginal discharge, itching, and a fishy odor.

2. Yeast Infections: A yeast infection is an overgrowth of the fungus Candida, causing symptoms such as itching, burning, and discharge.

3. Sexually Transmitted Infections (STIs): STIs such as Chlamydia, Gonorrhea, and",0.49696969696969695,0.12269938650306748,0.2424242424242424
How to prevent Overweight and Obesity ?,"Following a healthy lifestyle can help you prevent overweight and obesity. Many lifestyle habits begin during childhood. Thus, parents and families should encourage their children to make healthy choices, such as following a healthy diet and being physically active. Make following a healthy lifestyle a family goal. For example: Follow a healthy eating plan. Make healthy food choices, keep your calorie needs and your family's calorie needs in mind, and focus on the balance of energy IN and energy OUT. Focus on portion size. Watch the portion sizes in fast food and other restaurants. The portions served often are enough for two or three people. Children's portion sizes should be smaller than those for adults. Cutting back on portion size will help you balance energy IN and energy OUT. Be active. Make personal and family time active. Find activities that everyone will enjoy. For example, go for a brisk walk, bike or rollerblade, or train together for a walk or run. Reduce screen time. Limit the use of TVs, computers, DVDs, and videogames because they limit time for physical activity. Health experts recommend 2hours or less a day of screen time that's not work- or homework-related. Keep track of your weight, body mass index, and waist circumference. Also, keep track of your children's growth. Led by the National Heart, Lung, and Blood Institute, four Institutes from the National Institutes of Health have come together to promote We Can!Ways to Enhance Children's Activity & Nutrition. We Can! is a national education program designed for parents and caregivers to help children 8 to 13 years old maintain a healthy weight. The evidence-based program offers parents and families tips and fun activities to encourage healthy eating, increase physical activity, and reduce time spent being inactive. Currently, more than 140 community groups around the country are participating in We Can! programs for parents and youth. These community groups include hospitals, health departments, clinics, faith-based organizations, YMCAs, schools, and more. ____________ We Can! is a registered trademark of the U.S. Department of Health and Human Services.","Maintaining a healthy weight is important for your overall health. Here are some steps you can take to prevent overweight and obesity:

1. Eat a balanced diet: Focus on eating plenty of fruits, vegetables, whole grains, lean proteins, and healthy fats. Try to limit processed foods, sugary drinks, and foods high in saturated and trans fats.
2. Watch portion sizes: Be mindful of how much you're eating. Use smaller plates, eat slowly, and stop eating when you're full.
3. Stay hydrated: Drink plenty of water throughout the day. Avoid sugary drinks and limit your intake of alcohol.
4.",0.22271714922049,0.035794183445190156,0.11581291759465479
What are the treatments for chronic granulomatous disease ?,"These resources address the diagnosis or management of chronic granulomatous disease: - American Academy of Allergy, Asthma, and Immunology - Gene Review: Gene Review: Chronic Granulomatous Disease - Genetic Testing Registry: Chronic granulomatous disease, X-linked - Genetic Testing Registry: Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 1 - Genetic Testing Registry: Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 2 - Genetic Testing Registry: Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 3 - Genetic Testing Registry: Granulomatous disease, chronic, autosomal recessive, cytochrome b-negative - MedlinePlus Encyclopedia: Chronic Granulomatous Disease - Primary Immune Deficiency Treatment Consortium These resources from MedlinePlus offer information about the diagnosis and management of various health conditions: - Diagnostic Tests - Drug Therapy - Surgery and Rehabilitation - Genetic Counseling - Palliative Care.","Chronic granulomatous disease, or CGD, is a rare genetic condition that affects the immune system. People with CGD have white blood cells that can't produce enough of a substance called NADPH, which is necessary to kill certain types of bacteria. This makes it harder for their bodies to fight off infections.

The main treatments for CGD focus on preventing and managing infections. Here are some common approaches:

1. Antibiotics: Your doctor may prescribe antibiotics to help prevent or treat infections. You may need to take antibiotics regularly to keep infections at bay.
2. Immunoglobulin replacement therapy: This involves receiving regular inf",0.16289592760180996,0.0273972602739726,0.08144796380090498
Is achromatopsia inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","Achromatopsia is a rare inherited condition that affects the way a person's eyes perceive color and light. It is caused by mutations in specific genes, and these mutations are passed down from parents to their children through their DNA. If one of your parents carries the gene for achromatopsia, there is a 50% chance that you could inherit it. It is important to note that having one parent with achromatopsia does not guarantee that you will have the condition, but it does increase your risk. If you have concerns about your own or your child's vision, it is always a good idea to speak with an eye doctor or genetic counselor for more information.",0.26347305389221554,0.03636363636363636,0.15568862275449102
"What are the symptoms of Mental retardation X-linked, South African type ?","What are the signs and symptoms of Mental retardation X-linked, South African type? The Human Phenotype Ontology provides the following list of signs and symptoms for Mental retardation X-linked, South African type. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Aplasia/Hypoplasia of the cerebellum 90% Cognitive impairment 90% Decreased body weight 90% Incoordination 90% Long face 90% Macrotia 90% Narrow face 90% Neurological speech impairment 90% Seizures 90% Strabismus 90% Thick eyebrow 90% Adducted thumb 50% Aplasia/Hypoplasia of the corpus callosum 50% Autism 50% Cerebral cortical atrophy 50% Feeding difficulties in infancy 50% Gait disturbance 50% Microcephaly 50% Nystagmus 50% Ophthalmoparesis 50% Pectus excavatum 50% Ventriculomegaly 50% Deeply set eye 7.5% Joint hypermobility 7.5% Mandibular prognathia 7.5% Skeletal muscle atrophy 7.5% Abnormality of the foot - Absent speech - Bowel incontinence - Cerebellar atrophy - Drooling - Dysphagia - Flexion contracture - Happy demeanor - Hyperkinesis - Intellectual disability, progressive - Intellectual disability, severe - Long nose - Loss of ability to walk in first decade - Muscular hypotonia - Mutism - Narrow chest - Neuronal loss in central nervous system - Open mouth - Ophthalmoplegia - Photosensitive tonic-clonic seizures - Sleep disturbance - Slender finger - Truncal ataxia - Urinary incontinence - X-linked dominant inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","X-linked Mental Retardation, South African type, is a specific genetic condition that affects intellectual and developmental abilities. The symptoms can vary from person to person, but generally, they include:

1. Delayed development: Children with this condition may not reach developmental milestones at the usual age. They may not talk, walk, or learn new skills as quickly as other children their age.
2. Learning difficulties: Children with X-linked Mental Retardation, South African type, may have trouble learning and remembering new information. They may struggle with reading, writing, and math.
3. Behavioral problems: Some people with this condition may have behavioral issues, such as hyper",0.19631901840490798,0.05338809034907598,0.08997955010224948
Is mucopolysaccharidosis type VII inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","Yes, Mucopolysaccharidosis Type VII, also known as Sly syndrome, is an inherited genetic disorder. It is caused by mutations in the gene GUSB, which produces an enzyme called beta-glucuronidase. This enzyme is essential for breaking down certain complex sugars called mucopolysaccharides. When this enzyme is not produced or not functional, these sugars build up in the body, leading to various health issues. Since this condition is genetic, it is passed down from parents to their children through their genes. It can affect anyone, but it is more common in certain ethnic groups, such as Ashkenazi Jews. If you have a family",0.23529411764705885,0.03973509933774834,0.130718954248366
What are the genetic changes related to Meier-Gorlin syndrome ?,"Meier-Gorlin syndrome can be caused by mutations in one of several genes. Each of these genes, ORC1, ORC4, ORC6, CDT1, and CDC6, provides instructions for making one of a group of proteins known as the pre-replication complex. This complex regulates initiation of the copying (replication) of DNA before cells divide. Specifically, the pre-replication complex attaches (binds) to certain regions of DNA known as origins of replication, allowing copying of the DNA to begin at that location. This tightly controlled process, called replication licensing, helps ensure that DNA replication occurs only once per cell division and is required for cells to divide. Mutations in any one of these genes impair formation of the pre-replication complex and disrupt replication licensing; however, it is not clear how a reduction in replication licensing leads to Meier-Gorlin syndrome. Researchers speculate that such a reduction delays the cell division process, which impairs growth of the bones and other tissues during development. Some research suggests that some of the pre-replication complex proteins have additional functions, impairment of which may contribute to features of Meier-Gorlin syndrome, such as delayed development of the kneecaps and ears.","Meier-Gorlin Syndrome is a rare genetic disorder. It's caused by mutations in a specific gene called the ""MGA"" gene. This gene plays a role in the development of the inner ear and the formation of the facial bones. When this gene doesn't function properly, it can lead to a few distinct features.

The mutation in the MGA gene can result in underdeveloped ears, which might be one of the smallest ears ever recorded. Additionally, Meier-Gorlin Syndrome can cause other health issues, such as hearing loss, problems with the jaw, and issues with the development of the facial nerves.

It's important to note that each person",0.39473684210526316,0.11920529801324503,0.23026315789473684
